unit_name,holder,holder_type,manager,acres,duration,date_est,pub_access,gap_status,corridor_town
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,1,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
Floodplain Easement (EWPP-FPE),USDA Natural Resource Conservation Service,nrcs,NRCS,0,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
FRPP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,118,,,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
FRPP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,18,,2009,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
GRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,67,,2007,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
GRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,2,,2008,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
GRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,4,,2008,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
GRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,46,,2008,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
GRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,210,,2008,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
GRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,81,,2012,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,61,,1996,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,6,,1999,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,10,,1999,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,30,,1999,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,4,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,10,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,11,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Albright
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,15,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Durbin
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,81,,2000,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Rowlesburg
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,9,,2003,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Rowlesburg
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,4,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,9,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Jenningston
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,46,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Marlinton
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,69,,2004,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Marlinton
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,11,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,1,,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Green Bank
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,10,,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,63,,2011,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,7,,2012,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,White Sulphur Springs
WRP Easement,USDA Natural Resource Conservation Service,nrcs,NRCS,42,,2012,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Forest Legacy Easement,US Department of Agriculture,other,OTHF,756,,2008,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Forest Legacy Easement,US Department of Agriculture,other,OTHF,158,,2010,Closed,3 - managed for multiple uses - subject to extractive (e.g. mining or logging) or OHV use,Davis
Deike Conservation Easement,WV OHCF/WV Agrictrl Land Prot Auth,other,JNT,885,,1899,Closed,2 - managed for biodiversity - disturbance events suppressed,Cass
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,3,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,33,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,40,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,41,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,66,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,90,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,98,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,101,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,115,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,117,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,124,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,125,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,125,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,140,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,167,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,206,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,411,,,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,66,,1997,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,71,,1997,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,38,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,44,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,75,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,79,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,80,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,98,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,128,,2004,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,65,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,124,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,138,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,143,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,310,,2005,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,45,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,64,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,131,,2006,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,161,,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,162,,2007,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,9,,2008,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,27,,2008,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,88,,2008,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,39,,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,51,,2009,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,51,,2011,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,51,,2012,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,155,,2012,Closed,4 - no known mandate for biodiversity protection,Davis
Berkeley FPB Easement,County Farmland Protection Board,farmland_protection,CNTY,210,,2012,Closed,4 - no known mandate for biodiversity protection,Davis
